?ConceptURI	?ConceptNaam	?Definitie
<https://data.rws.nl/def/otl/VluchtwegverlichtingDynamisch>	"Vluchtwegverlichting (dynamisch)"@nl	"Vluchtwegverlichting-dynamisch is oriëntatieverlichting ten behoeve van het vluchten bij een noodsituatie."@nl
<https://data.rws.nl/def/otl/Voegconstructie>	"Voegconstructie"@nl	"Constructie voor de overgang, afdichting, verbinding tussen twee verschillende of gelijke materialen."@nl
<https://data.rws.nl/def/otl/VoeglozeOvergang>	"Voegloze overgang"@nl	"Voegconstructie in een kunstwerk die aan de bovenzijde van de verharding afgewerkt is en hierdoor niet meer zichtbaar is vanaf de buitenkant."@nl
<https://data.rws.nl/def/otl/Voegovergang>	"Voegovergang"@nl	"Constructie met afdichting die een continue (weg)oppervlak vormt tussen aangrenzende hoofdconstructiedelen (bijv. brugdelen/landhoofden) en die de continuïteit van de rijbaan garandeert."@nl
<https://data.rws.nl/def/otl/Voetbalkooi>	"Voetbalkooi"@nl	"Besloten ruimte waarin meestak twee doeltjes zijn verwerkt en waar voetbal wordt gespeeld, veelal bestaand uit een uit tralies of gaas gemaakte metalen constructie die de ruimte omsluit."@nl
<https://data.rws.nl/def/otl/Voetbalveld>	"Voetbalveld"@nl	"Met lijnen gemarkeerd, rechthoekig sportveld waarop voetbal gespeeld wordt met aan beide korte kanten een doel"@nl
<https://data.rws.nl/def/otl/Voetpedaal>	"Voetpedaal"@nl	"Hendel die met de voet wordt bediend."@nl
<https://data.rws.nl/def/otl/Voliere>	"Volière"@nl	"Ruime kooi waarin vogels kunnen worden gehouden"@nl
<https://data.rws.nl/def/otl/Voorland>	"Voorland"@nl	"Stroomgeul die zowel onder als boven water kan liggen en golfdempende eigenschappen heeft"@nl
<https://data.rws.nl/def/otl/Vooroever>	"Vooroever"@nl	"Deel van een dwarsprofiel van een onderwateroever gelegen tussen de waterlijn en de (vlakke) bodem, niet beschermd door een gespecificeerde bekleding en met een taludhelling van minder dan 1:10."@nl
<https://data.rws.nl/def/otl/Voortstuwer>	"Voortstuwer"@nl	"Apparaat waarmee stuwkracht wordt geleverd voor een voortstuwende beweging van een vloeistof."@nl
<https://data.rws.nl/def/otl/Vormboom>	"Vormboom"@nl	"Boom met een groeiwijze waarbij het snoeien is gericht op instandhouding van de gewenste (gecultiveerde)vorm zoals gekandelaberde bomen, knotbomen en leibomen."@nl
<https://data.rws.nl/def/otl/VrijUitgroeiendeBoom>	"Vrij uitgroeiende boom"@nl	"Boom waarbij de omgeving geen voorwaarden stelt aan de wijze van snoeien en waarbij geen takvrije zone of een takvrij stamstuk wordt voorgeschreven ofwel menselijke begeleiding is geweest tijdens de ontwikkeling van de boom"@nl
<https://data.rws.nl/def/otl/Vuilvangrooster>	"Vuilvangrooster"@nl	"Constructie voor het opvangen van vuil ter voorkoming van beschadigingen van installaties en van verstoppingen."@nl
<https://data.rws.nl/def/otl/Waaiervlotdeur>	"Waaiervlotdeur"@nl	"Sluisdeur toegepast in een waaiersluis en als voornaamste eigenschap heeft dat hij door zijn waaiervorm tegen de waterdruk in geopend en gesloten kan worden."@nl
<https://data.rws.nl/def/otl/WaarschuwingsEnAlarmeringssysteem>	"Waarschuwings- en alarmeringssysteem (WAS)"@nl	"Verzameling van sirenes die draadloos en onafhankelijk van elkaar aangezet kunnen worden vanuit de alarmcentrale van de regionale brandweer."@nl
<https://data.rws.nl/def/otl/Waarschuwingslicht>	"Waarschuwingslicht"@nl	"Verkeerslicht dat telkens aan en uit gaat en dient ter waarschuwing van het wegverkeer."@nl
<https://data.rws.nl/def/otl/Wadi>	"Wadi"@nl	"Verlaging in een begroeid terreindeel om het hemelwater tijdelijk te bergen en in de bodem te laten infiltreren."@nl
<https://data.rws.nl/def/otl/Wagen>	"Wagen"@nl	"Beweegbaar onderdeel van een object dat langs een geleiding kan worden getransporteerd naar plaatsen op het object welke anders moeilijk of niet bereikbaar zijn bijvoorbeeld aan de onderzijde van een brug"@nl
<https://data.rws.nl/def/otl/Wals>	"Wals"@nl	"Installatiedeel in de vorm van een cilinder dat over iets heen rolt om dit platter te maken"@nl
<https://data.rws.nl/def/otl/Wand>	"Wand"@nl	"Scheidingsconstructie met een overwegend verticaal karakter"@nl
<https://data.rws.nl/def/otl/Wandafwerking>	"Wandafwerking"@nl	"Geheel van beschermende en decoratieve middelen die mogelijk gebruikt kunnen worden voor de afwerking van een wand"@nl
<https://data.rws.nl/def/otl/Wandconstructie>	"Wandconstructie"@nl	"Samenstel van bouwdelen die gezamenlijk de wand vormen bijvoorbeeld de wand zelf en de wandafwerking"@nl
<https://data.rws.nl/def/otl/WarmteKrachtKoppelingsinstallatie>	"Warmte-kracht koppelingsinstallatie (WKK)"@nl	"Installatie die zorgt voor het tegelijktijdig opwekken van warmte en kracht (elektriciteit) door de restwarmte die vrijkomt bij de aandrijving van een generator om te zetten in warmte"@nl
<https://data.rws.nl/def/otl/Warmtewisselaar>	"Warmtewisselaar"@nl	"Apparaat dat warmte van het ene vloeistof en/of gas gescheiden overbrengt naar het andere"@nl
<https://data.rws.nl/def/otl/Wastafel>	"Wastafel"@nl	"Bak met kraan en afvoer waarin personen zich of iets anders mee kunnen wassen"@nl
<https://data.rws.nl/def/otl/WaterEnWatergangLijnvormigOverig>	"Water en watergang (lijnvormig), overig"@nl	"NEN 2767-4 elementnaam die wordt toegepast om lijnvormige wateren en watergangen te benoemen die niet zijn gedefinieerd binnen de NEN 2767-4"@nl
<https://data.rws.nl/def/otl/WaterEnWatergangNietLijnvormigOverig>	"Water en watergang (niet lijnvormig), overig"@nl	"NEN 2767-4 elementnaam die wordt toegepast om wateren en watergangen te benoemen die niet lijnvormig zijn en geen onderdeel zijn van de NEN 2767-4"@nl
<https://data.rws.nl/def/otl/Waterbuffer>	"Waterbuffer"@nl	"Gebied voor het bergen van water"@nl
<https://data.rws.nl/def/otl/Watermistinstallatie>	"Watermistinstallatie (WMS)"@nl	"Installatie gebruikt in tunnels, voor het blussen van eventuele branden doormiddel van zeer fijn verneveld water en speciale sproeiers die werken met een hoge druk"@nl
<https://data.rws.nl/def/otl/WaterplantDrijvend>	"Waterplant (drijvend)"@nl	"Plant die in het water leeft met op het wateroppervlak drijvende bladeren en bloemen"@nl
<https://data.rws.nl/def/otl/WaterplantOndergedoken>	"Waterplant (ondergedoken)"@nl	"Plant die in het water leeft en zich geheel onderwater bevindt"@nl
<https://data.rws.nl/def/otl/Waterreguleringswerk>	"Waterreguleringswerk"@nl	"Vaste overlaat of inlaat die voorziet in een vrije afvoer of aanvoer van water wanneer een bepaald peil wordt bereikt (BON NAT)."@nl
<https://data.rws.nl/def/otl/Watertapinstallatie>	"Watertapinstallatie"@nl	"Installatie voor het distribueren van drinkwater, bedrijfswater, stoom of condens, vanaf de hoofd- of dienstvoeding tot aan de verbruikspunten"@nl
<https://data.rws.nl/def/otl/Watervegetatie>	"Watervegetatie"@nl	"Ruimtelijke massa van in het water groeiende plantenindividuen in de rangschikking die zij uit zichzelf hebben aangenomen"@nl
<https://data.rws.nl/def/otl/Weerhut>	"Weerhut"@nl	"Goed geventileerde hut, wit geschilderd, gebruikt om metereologische instrumenten (o.a. thermometers) af te schermen van directe zonnestraling"@nl
<https://data.rws.nl/def/otl/Weg>	"Weg"@nl	"Gebaand gedeelte van het terrein die geschikt zijn voor wegverkeer om van A naar B te komen en zijn in lengte- en dwarsrichting begrensd door weggrenzen"@nl
<https://data.rws.nl/def/otl/Wegkantsysteem>	"Wegkantsysteem (WKS)"@nl	"Systeem langs de weg dat: gegevens over de passages van voertuigen op van te voren bepaalde rijstrookpunten inwint, bewerkt en beschikbaar stelt aan externe systemen (Monitoring); op basis van opdrachten van externe systemen en de lokale verkeerssituatie de bestuurders van passerende voertuigen door middel van beeldsignalen op vaste locaties informeert, waarschuwt, geleidt en stuurt (Signalering)."@nl
<https://data.rws.nl/def/otl/Wegkruipplek>	"Wegkruipplek"@nl	"Kunstmatige voorziening, een soort kelder of andere(kleine) ruimte waarin dieren (o.a. vleermuizen) kunnen schuilen/wegkruipen in het geval van een dreigend gevaar"@nl
<https://data.rws.nl/def/otl/Wegmarkering>	"Wegmarkering"@nl	"Visuele hulpmiddelen die op of in de verharding zijn aangebracht om het verkeer te leiden, informeren, waarschuwen en regelen."@nl
<https://data.rws.nl/def/otl/Weide>	"Weide"@nl	"Stuk grasland waar vee op graast."@nl
<https://data.rws.nl/def/otl/WeighInMotion>	"Weigh In Motion"@nl	"Installatie aangebracht in en/of naast de verharding van een weg die het gewicht van voertuigen vaststelt en registreert terwijl het voertuig in beweging is."@nl
<https://data.rws.nl/def/otl/WerkSpreekverbinding>	"Werk-spreekverbinding"@nl	"Installatie dat ervoor zorgt dat tijdens onderhoud twee of meerdere personen met elkaar in direct contact staan"@nl
<https://data.rws.nl/def/otl/Werpaccommodatie>	"Werpaccommodatie"@nl	"Betonnen ring die enerzijds het atletiekonderdeel discuswerpen faciliteert en anderzijds een heuvel vormt die het honkbal faciliteert."@nl
<https://data.rws.nl/def/otl/Wervelventiel>	"Wervelventiel"@nl	"Installatiedeel voor het afremmen van de stroomsnelheid van het afvalwater binnen een riolering."@nl
<https://data.rws.nl/def/otl/Wiel>	"Wiel"@nl	"Cilindrisch object dat onderdeel is van een installatie en wordt gebruikt om andere installatiedelen te (bege)leiden."@nl
<https://data.rws.nl/def/otl/Wielstel>	"Wielstel"@nl	"Stelsel van wielen die aan een as zitten en zorgen voor een lage weerstand bij het voortrollen van bijvoorbeeld een sluisdeur."@nl
<https://data.rws.nl/def/otl/Windmeter>	"Windmeter"@nl	"Meetinstrument dat de windsnelheid en de windrichting meet"@nl
<https://data.rws.nl/def/otl/Windmolen>	"Windmolen"@nl	"Molens die bewegingsenergie van de lucht (wind) omzetten in rotatie-energie van de wieken voor het opwekken van elektrische energie"@nl
<https://data.rws.nl/def/otl/Windsingel>	"Windsingel"@nl	"Bomenrij die dient als windscherm"@nl
<https://data.rws.nl/def/otl/Windverband>	"Windverband"@nl	"Stabiliteitverband dat ter verstijving in een vlak van een constructie aangebracht kan worden. Vaak betreft het hier een diagonaal verband in een rechthoekig frame."@nl
<https://data.rws.nl/def/otl/Wingebied>	"Wingebied"@nl	"Gebied waar waterwinning plaatsvindt ten behoeve van drinkwater"@nl
<https://data.rws.nl/def/otl/Wiptoestel>	"Wiptoestel"@nl	"Speeltoestel waarop kinderen kunnen wippen"@nl
<https://data.rws.nl/def/otl/Woelbak>	"Woelbak"@nl	"Betonnen kelder met schotten, in het bovenhoofd van een schutsluis die voorkomt dat het water tijdens het schutten aan de hoge zijde wordt ingelaten en met grote kracht naar binnen stroomt"@nl
<https://data.rws.nl/def/otl/Wrijfgording>	"Wrijfgording"@nl	"Horizontale balk bevestigd aan bijvoorbeeld het steunpunt van een brug, de wand en het hoofd van een sluis ter bescherming van de constructie tegen aanvaringen."@nl
<https://data.rws.nl/def/otl/Wrijfschort>	"Wrijfschort"@nl	"Horizontaleen verticale balken die boven de waterspiegel is bevestigd aan een constructie ter preventie van aanvaarschades."@nl
<https://data.rws.nl/def/otl/Wrijfstijl>	"Wrijfstijl"@nl	"Verticale balk bevestigd aan bijvoorbeeld het steunpunt van een brug, de wand of het hoofd van een sluis ter bescherming van de constructie tegen aanvaringen."@nl
<https://data.rws.nl/def/otl/Wrijvingswerk>	"Wrijvingswerk"@nl	"Netwerk van horizontale en verticale balken aan het steunpunt van een brug, de wand of het hoofd van een sluis ter bescherming van de constructie tegen aanvaringen."@nl
<https://data.rws.nl/def/otl/Zadel>	"Zadel"@nl	"Oplegpunt of bevestiging voor kabels en leidingen"@nl
<https://data.rws.nl/def/otl/Zandbak>	"Zandbak"@nl	"Bak met zand waarin kinderen kunnen spelen."@nl
<https://data.rws.nl/def/otl/Zandbed>	"Zandbed"@nl	"Een opeenhoping van zand aangevoerd door water of lucht."@nl
<https://data.rws.nl/def/otl/Zandbedekking>	"Zandbedekking"@nl	"Afdekking van iets met zand"@nl
<https://data.rws.nl/def/otl/Zandfilterbassin>	"Zandfilterbassin"@nl	"Bassins waar het effluent (gezuiverd afvalwater) extra wordt gezuiverd door effluent door een zandbed te laten stromen"@nl
<https://data.rws.nl/def/otl/Zandvang>	"Zandvang"@nl	"Afscheiderinstallatie die op basis van zwaartekracht zorgtdraagt voor ontmenging van zand en afvalwater."@nl
<https://data.rws.nl/def/otl/Zee>	"Zee"@nl	"Mariene (zoute) wateren, met uitzondering van de binnenwateren van staten, met inbegrip van de zeebodem en ondergrond daarvan"@nl
<https://data.rws.nl/def/otl/ZeeuwseHaag>	"Zeeuwse haag"@nl	"Een haag van gesloten, lijnvormige beplanting met een scheidende functie die bestaat uit houtachtige gewassen zoals meidoorn, sleedoorn en veldesdoorn, die in een enkele of meerdere rij(en) geplant staan"@nl
<https://data.rws.nl/def/otl/Zender>	"Zender"@nl	"Een apparaat dat elektromagnetische straling uitzendt om gegevens over te dragen"@nl
<https://data.rws.nl/def/otl/ZettingbeperkendeElement>	"Zettingbeperkende element"@nl	"Constructie die een grens stelt aan het proces waar grond onder invloed van een belasting wordt samengedrukt."@nl
<https://data.rws.nl/def/otl/Zijschildafdichting>	"Zijschildafdichting"@nl	"Metalen of kunststof plaat bevestigd ten hoogte van de waterlijn aan de binnenkant van de vizierschuif en dient ter bescherming tegen erosie van het water op de betonnen constructie"@nl
<https://data.rws.nl/def/otl/Zinker>	"Zinker"@nl	"Afgezonken buisleiding die een waterloop kruist."@nl
<https://data.rws.nl/def/otl/Zinkerbord>	"Zinkerbord"@nl	"Bord dat de aanwezigheid en de lokatie van een zinker aangeeft"@nl
<https://data.rws.nl/def/otl/Zinkstuk>	"Zinkstuk"@nl	"Waterbouwkundige constructie in de vorm van vlechtwerk van rijshout en riet, gebruikt ter verdediging van een dijkbeloop tegen een golfaanval."@nl
<https://data.rws.nl/def/otl/Zitelement>	"Zitelement"@nl	"Terrein- of straatmeubilair welke aanleiding geeft en bedoeld is om op te gaan zitten"@nl
<https://data.rws.nl/def/otl/Zonnekap>	"Zonnekap"@nl	"Afneembare kap op een armatuur om directe lichtinval te beperken zodat beelden/ tekens beter kunnen worden waargenomen"@nl
<https://data.rws.nl/def/otl/Zonnepaneel>	"Zonnepaneel"@nl	"Paneel dat zonne-energie omzet in elektriciteit."@nl
<https://data.rws.nl/def/otl/ZonwerendRooster>	"Zonwerend rooster"@nl	"Rooster dat de overlast van zonlicht en warmte ten gevolge van zonlicht tegengaat"@nl
<https://data.rws.nl/def/otl/Zonweringsinstallatie>	"Zonweringsinstallatie"@nl	"Installatie voor het reguleren van de de inval van zonlicht door een raam"@nl
